"index","organization_id","name","country","description","order_date","ship_date","industry","no_of_emp","customer_id","product_id","sales"
754,"0FbFeDa9D5E0B69","Page-Mcmahon","Burkina Faso","Cloned 6thgeneration structure","2014-11-11","2014-11-15","Warehousing",3958,"YC-21895","TEC-CO-10002095","10.984"
755,"9BabC39950bb2aa","Mcdonald, Williamson and Reese","Maldives","Robust background challenge","2014-11-11","2014-11-15","Other Industry",9501,"MS-17830","FUR-FU-10002759","797.944"
756,"70054Ee57D058B3","Adkins, Sloan and Burton","Montenegro","Configurable human-resource encoding","2016-03-04","2016-03-08","Computer / Network Security",2431,"NB-18655","FUR-TA-10001095","159.98"
757,"EBcF126fE9fdEAD","Boyle-Beard","Cyprus","Visionary empowering help-desk","2016-10-11","2016-10-15","Political Organization",9283,"DC-13285","OFF-ST-10002444","5.344"
758,"B73B0DeeDeeCCa0","Flynn, Taylor and Herman","Guyana","Secured transitional strategy","2016-10-11","2016-10-15","Luxury Goods / Jewelry",5050,"DC-13285","TEC-AC-10001267","27.72"
759,"4d6a2a19bf95Fc4","Hurst, Camacho and Gill","China","Mandatory encompassing system engine","2016-07-01","2016-07-02","Venture Capital / VC",802,"CP-12340","OFF-BI-10000848","2.496"
760,"dFD2Cf9485B11c6","Richards-Zimmerman","Fiji","Open-source interactive initiative","2017-03-27","2017-03-29","Public Safety",8249,"BF-11020","OFF-PA-10002377","8.26"
761,"BeFFBE7Ee550703","Prince Ltd","Switzerland","Right-sized clear-thinking Graphic Interface","2017-03-27","2017-03-29","Hospitality",8500,"AR-10510","OFF-PA-10003441","17.76"
762,"dc421A3a9B6D50d","Beltran Group","Grenada","Open-architected next generation artificial intelligence","2017-03-27","2017-03-29","Program Development",7613,"JC-16105","OFF-LA-10004484","332.94"
763,"CdF2e85CA8a7cfa","Camacho Ltd","Isle of Man","Reduced clear-thinking adapter","2017-03-27","2017-03-29","Chemicals",8710,"LH-17020","TEC-PH-10003931","292.1"
764,"E0dA4a69658eaCa","Wall-Mcconnell","Central African Republic","Configurable real-time protocol","2017-03-27","2017-03-29","Building Materials",4491,"CS-12250","OFF-EN-10001990","206.1"
765,"736e0C8368E8f3D","Vazquez LLC","Faroe Islands","De-engineered system-worthy secured line","2017-03-27","2017-03-29","Oil / Energy / Solar / Greentech",3136,"CS-12250","OFF-EN-10001532","17.64"
766,"F21Ac01c1C5f5fF","Powers-Francis","Guatemala","Grass-roots transitional open architecture","2016-10-31","2016-11-05","Marketing / Advertising / Sales",8184,"CS-12250","TEC-AC-10003174","1403.92"
767,"A76cD8Bc06ccF18","Mullins, Bird and Kirk","United Kingdom","Sharable uniform help-desk","2017-11-04","2017-11-08","Oil / Energy / Solar / Greentech",4804,"CS-12250","OFF-BI-10004187","4.3"
768,"Df39abf66AE4D0C","Romero, Austin and Gentry","Brunei Darussalam","Organized upward-trending array","2014-02-14","2014-02-18","Railroad Manufacture",8213,"CS-12250","OFF-ST-10000025","239.97"
769,"5b615bB933cd1c8","Santos-Howard","Montenegro","Versatile full-range contingency","2014-02-14","2014-02-18","Machinery",4475,"AJ-10795","FUR-FU-10004306","81.96"
770,"a31Ed2D9f41D8Ff","Beck, James and Soto","Portugal","Visionary cohesive function","2014-02-14","2014-02-18","Fishery",8712,"LE-16810","FUR-CH-10003746","238.62"
771,"83E82BCddD89CB1","King-Weaver","Sri Lanka","Managed modular matrices","2014-06-18","2014-06-23","Alternative Dispute Resolution",1888,"BV-11245","OFF-BI-10001036","139.8"
772,"4C9B19Ed3ddAb6f","Gray, Khan and Poole","Saint Kitts and Nevis","Virtual leadingedge knowledge user","2017-02-28","2017-03-06","Financial Services",2913,"BV-11245","TEC-PH-10004614","9.84"
773,"7adE1D82D2AC863","Ochoa-Mason","Antarctica (the territory South of 60 deg S)","Implemented systemic protocol","2017-02-28","2017-03-06","Biotechnology / Greentech",7205,"BV-11245","OFF-BI-10000301","7.78"
774,"3c08339AF3bb8C8","Medina-Wells","Andorra","Streamlined tangible intranet","2017-12-09","2017-12-15","Online Publishing",8575,"BV-11245","OFF-BI-10003910","54.9"
775,"D32a80Fda087d06","Hood Ltd","Norway","Secured leadingedge groupware","2017-12-07","2017-12-14","Plastics",7370,"BV-11245","OFF-AR-10004648","50.04"
776,"7dc8C8Cd1fF23Fe","Briggs-Delacruz","Georgia","Reverse-engineered bottom-line customer loyalty","2016-11-24","2016-11-30","Glass / Ceramics / Concrete",3098,"BV-11245","FUR-FU-10002597","339.92"
777,"e222dEFcAC1CAfA","Mitchell-Ponce","Trinidad and Tobago","Seamless static knowledge user","2016-11-24","2016-11-30","Media Production",4260,"DL-12865","OFF-AR-10003405","10.528"
778,"Bf1cc30FEBed38C","Guzman PLC","Antarctica (the territory South of 60 deg S)","Optimized contextually-based model","2016-11-24","2016-11-30","Judiciary",481,"NZ-18565","FUR-CH-10002335","42.384"
779,"B4fF489AcfE154D","Rosales Inc","Lebanon","Enterprise-wide object-oriented capacity","2016-07-03","2016-07-03","Staffing / Recruiting",4470,"NZ-18565","OFF-PA-10000157","123.92"
780,"be63F1F5aC0aEF2","Ibarra-Klein","United States Minor Outlying Islands","Expanded value-added complexity","2016-06-26","2016-07-03","Oil / Energy / Solar / Greentech",8107,"NZ-18565","OFF-PA-10001947","135.95"
781,"4c3ac124ddEDBDC","Bentley, Blake and Mclean","Libyan Arab Jamahiriya","Managed dynamic hub","2014-07-26","2014-07-30","Chemicals",3254,"NZ-18565","OFF-PA-10003657","2177.584"
782,"944bb87Fc8A613e","Richmond-Conley","Bolivia","Exclusive 4thgeneration capacity","2014-07-26","2014-07-30","Political Organization",6412,"BM-11785","OFF-BI-10001098","17.496"
783,"062Fdfdc5aa37F9","Wilkinson, Pope and Roach","Jamaica","Fully-configurable bifurcated orchestration","2014-07-26","2014-07-30","Fine Art",5959,"BM-11785","TEC-AC-10002167","16.784"
784,"3899d932C149E5C","Macias-Patton","Brazil","Profit-focused mobile analyzer","2014-07-26","2014-07-30","Wholesale",6403,"BM-11785","FUR-BO-10004409","431.136"
785,"eB1f0A485FF5c50","Oliver, Flores and Pena","Austria","Triple-buffered local contingency","2014-07-26","2014-07-30","Medical Equipment",2587,"BM-11785","TEC-AC-10000057","8.88"
786,"3CCE7ee2c078d51","Malone and Sons","Fiji","Self-enabling 24hour benchmark","2014-07-26","2014-07-30","Program Development",4587,"EA-14035","OFF-EN-10000056","4.836"
787,"Faab8cD18652E38","Mcknight-Brewer","South Georgia and the South Sandwich Islands","Centralized tangible system engine","2016-09-14","2016-09-18","Health / Fitness",604,"CL-12565","OFF-BI-10000014","437.85"
788,"9A7CDebe1207c72","Tapia, Bush and Brandt","Liberia","Assimilated human-resource success","2016-09-14","2016-09-18","Banking / Mortgage",3378,"LT-17110","FUR-CH-10004675","673.568"
789,"a9a62AbC02ECeEB","Wood, Stark and Jacobson","Congo","Proactive foreground website","2015-05-31","2015-06-02","Telecommunications",8056,"SA-20830","OFF-BI-10001543","274.8"
790,"431E9ADdC53fFAA","Cole, Wu and Cameron","Yemen","Balanced systemic toolset","2015-05-31","2015-06-02","Environmental Services",2491,"SA-20830","OFF-ST-10001321","62.18"
791,"86d2e984d41aA0b","Carney-Heath","Macao","Optional value-added initiative","2015-05-31","2015-06-02","Publishing Industry",5563,"SA-20830","OFF-BI-10001132","8.28"
792,"b0e440Da717EFF9","Joseph-Stein","French Southern Territories","Innovative uniform structure","2015-05-09","2015-05-13","Defense / Space",7825,"SA-20830","FUR-CH-10003199","48.81"
793,"dfED388E08b676F","Kent-Nolan","Indonesia","Advanced zero tolerance success","2014-11-05","2014-11-05","Oil / Energy / Solar / Greentech",7161,"JK-15730","TEC-PH-10001530","149.9"
794,"e4C640af4AA845a","Reed Group","Angola","Adaptive reciprocal matrix","2017-03-27","2017-04-01","International Affairs",4531,"ES-14020","OFF-LA-10001569","1023.332"
795,"FbC70F10EAF8139","Willis, Davenport and Mueller","Philippines","Focused asymmetric productivity","2017-03-27","2017-04-01","Chemicals",2443,"ES-14020","OFF-PA-10003724","600.558"
796,"8CCaE37E4f5e4AA","Meza, Morales and Booker","Slovenia","Quality-focused client-driven system engine","2017-03-27","2017-04-01","Mining / Metals",6662,"RH-19495","OFF-BI-10000546","39.992"
797,"880f187ba4FEAEC","Valentine and Sons","Swaziland","Streamlined 5thgeneration hardware","2017-03-27","2017-04-01","Legislative Office",2835,"DB-13120","OFF-PA-10000176","211.246"
798,"eE4AA1DC0265e0e","Dennis-Bridges","Antarctica (the territory South of 60 deg S)","Front-line human-resource solution","2014-05-21","2014-05-23","Translation / Localization",648,"DB-13120","OFF-PA-10002365","56.064"
799,"5BdfDFBc17850BA","Atkinson, Good and Burns","Western Sahara","Extended 6thgeneration monitoring","2014-05-21","2014-05-23","Shipbuilding",1066,"DB-13120","OFF-LA-10002271","107.772"
800,"5E94b45Be9da540","Price and Sons","Iceland","Ergonomic fault-tolerant knowledge user","2014-05-21","2014-05-23","Consumer Services",599,"CD-11920","FUR-CH-10002647","4.832"
801,"AfCb81d408C1cE5","Berry and Sons","Svalbard & Jan Mayen Islands","Digitized holistic archive","2014-05-21","2014-05-23","Government Administration",4045,"HW-14935","FUR-FU-10004090","18.24"
802,"DC4aF0Ddc8ffCd7","Mercado, Butler and Walsh","Peru","Fully-configurable composite concept","2016-05-21","2016-05-28","Hospital / Health Care",8177,"HW-14935","TEC-PH-10001580","3.798"
803,"EF80e90DB608daF","Mckee, Lewis and Hays","French Guiana","Compatible fault-tolerant core","2015-01-12","2015-01-17","Airlines / Aviation",3583,"HW-14935","OFF-AP-10000576","10.368"
804,"fA6b111Df7ad1B1","Avery, Owens and Suarez","Mongolia","Quality-focused 4thgeneration time-frame","2015-01-12","2015-01-17","Commercial Real Estate",3366,"MC-18130","OFF-PA-10003953","235.188"
805,"Df3B3Ed4193D90f","Golden-Riddle","Lebanon","Grass-roots local methodology","2015-01-12","2015-01-17","Investment Banking / Venture",4864,"GM-14440","FUR-FU-10000794","26.376"
806,"FFA47DAc1a190be","Gallegos, Barrera and Camacho","Uruguay","Integrated 4thgeneration moderator","2015-01-12","2015-01-17","Capital Markets / Hedge Fund / Private Equity",9146,"RA-19915","OFF-AR-10001897","10.384"
807,"eA97bd8ba314e13","Irwin, Contreras and Mann","Singapore","Progressive modular alliance","2015-01-12","2015-01-17","Market Research",1191,"RA-19915","TEC-PH-10001795","107.118"
808,"B5dC0fB9bacce7b","Hickman Inc","Saint Lucia","Extended 4thgeneration parallelism","2017-09-29","2017-10-06","Architecture / Planning",5760,"AA-10375","FUR-FU-10003347","97.3"
809,"5e75d5Cd8BeB4DA","Norman-Ford","Ethiopia","Secured didactic application","2015-07-18","2015-07-20","Financial Services",3382,"AA-10375","TEC-AC-10004901","3.328"
810,"075c31B4C14022E","Estes, Gilbert and Blevins","Vanuatu","Stand-alone logistical focus group","2015-07-18","2015-07-20","Apparel / Fashion",5565,"ZC-21910","OFF-AR-10003190","135.99"
811,"fa5c0d0BB84dfBe","Mejia, Woods and Austin","Tuvalu","Synchronized global process improvement","2015-07-18","2015-07-20","Alternative Dispute Resolution",1987,"ZC-21910","FUR-TA-10002903","7.38"
812,"190F3Ec896BBA5f","Bryan Group","New Zealand","Sharable global orchestration","2016-10-21","2016-10-26","Banking / Mortgage",3079,"ZC-21910","OFF-AP-10000240","45.568"
813,"FC4b2a657d1dC67","Suarez-Flynn","Mauritius","Stand-alone static analyzer","2016-10-21","2016-10-26","Legal Services",9600,"ZC-21910","TEC-AC-10001101","28.752"
814,"cCE52f95Ab4b6Fa","Calhoun, Becker and Madden","Saint Helena","Advanced systemic intranet","2017-07-27","2017-08-01","Civic / Social Organization",8073,"PJ-19015","FUR-FU-10000794","194.848"
815,"0A2Ece7AE80f8A1","Wells Group","Marshall Islands","Exclusive fresh-thinking portal","2017-07-21","2017-07-26","Maritime",1464,"PJ-19015","TEC-AC-10001838","2.112"
816,"eBF8A3c04CaAf0e","Lopez PLC","Tonga","Versatile hybrid collaboration","2014-11-07","2014-11-11","E - Learning",444,"BW-11110","OFF-PA-10000061","25.92"
817,"656Fb1d3f3e8C27","Valencia Group","Seychelles","Customizable secondary secured line","2014-11-07","2014-11-11","Higher Education / Acadamia",499,"DB-13210","OFF-PA-10003651","120.768"
818,"7EFE6660F3D6aFD","Mcpherson, Davila and Richard","Reunion","User-centric asymmetric frame","2016-11-27","2016-11-30","E - Learning",8856,"CA-12775","OFF-PA-10000304","25.92"
819,"0ADEd4af925C9ec","Mcdonald, Jacobson and Fischer","Czech Republic","Self-enabling radical utilization","2016-11-27","2016-11-30","Outsourcing / Offshoring",6572,"CA-12775","OFF-BI-10003094","34.65"
820,"F1d5c69DFb934Fb","Herring-Blake","Falkland Islands (Malvinas)","Seamless motivating knowledge user","2016-11-27","2016-11-30","Internet",2268,"CA-12775","FUR-CH-10001394","204.95"
821,"A5FFB6afd24D2Eb","Horne, Cherry and Santana","Azerbaijan","Networked executive customer loyalty","2016-11-27","2016-11-30","Financial Services",7298,"CA-12775","OFF-BI-10004230","79.95"
822,"9FfF9F0Fd2dCAba","Mays-Beasley","Montenegro","Decentralized content-based alliance","2015-06-08","2015-06-12","Publishing Industry",7397,"CA-12775","OFF-PA-10003395","173.488"
823,"Ad103986bdbe6ad","Stuart Ltd","Azerbaijan","Future-proofed high-level Internet solution","2015-06-08","2015-06-12","Luxury Goods / Jewelry",6472,"TR-21325","TEC-AC-10002402","516.96"
824,"54B4E33FacAf78E","Montes Inc","Russian Federation","Automated heuristic Graphic Interface","2015-06-08","2015-06-12","Railroad Manufacture",5365,"TR-21325","OFF-LA-10003223","173.208"
825,"8B43A3446Ad871c","Scott, Simpson and Burch","Dominica","Cross-group systematic contingency","2015-06-08","2015-06-12","Furniture",4408,"PG-18820","TEC-AC-10003441","4.448"
826,"82abE4754dd57Dc","Ellis, Ewing and Steele","Taiwan","Universal multimedia knowledge user","2015-06-08","2015-06-12","Mental Health Care",4111,"PG-18820","TEC-AC-10000109","9"
827,"Fc7Bdf3Cd8C1Dd6","Rios, Huerta and Levy","United Kingdom","Configurable optimizing interface","2015-06-08","2015-06-12","Glass / Ceramics / Concrete",5011,"GT-14710","OFF-FA-10002280","42.24"
828,"55cc2D7816506BD","Holland Ltd","British Virgin Islands","Configurable client-driven project","2015-06-08","2015-06-12","Plastics",5096,"GT-14710","OFF-SU-10000381","18.264"
829,"CFA53DFF1C6CFef","Cowan-Sanford","Switzerland","Business-focused bi-directional budgetary management","2014-08-15","2014-08-19","Shipbuilding",5200,"GT-14710","OFF-EN-10004459","152.91"
830,"D1f772a3528ecfC","Whitehead and Sons","Bolivia","Stand-alone motivating alliance","2014-08-15","2014-08-19","Oil / Energy / Solar / Greentech",338,"JE-15745","FUR-CH-10000665","92.94"
831,"D457875b76D0AD8","Espinoza, Stephens and Spencer","Central African Republic","Persistent bottom-line solution","2014-08-15","2014-08-19","Glass / Ceramics / Concrete",3784,"JE-15745","OFF-AP-10003884","17.856"
832,"B963d1165e3d034","Kane, Baldwin and Clayton","Syrian Arab Republic","Re-contextualized well-modulated database","2014-08-15","2014-08-19","Library",9592,"JE-15745","TEC-PH-10001557","46.44"
833,"BFa9a7D5cd3Ea2c","Lowe LLC","American Samoa","Right-sized zero tolerance archive","2014-08-15","2014-08-19","Political Organization",7249,"JE-15745","TEC-PH-10002085","195.136"
834,"0d1c7d0eC478Eb3","Malone Group","Sweden","Face-to-face bi-directional process improvement","2017-06-19","2017-06-26","Business Supplies / Equipment",9386,"JB-15400","OFF-AR-10002956","129.3"
835,"4226A8Ee50ed237","Contreras, Bryant and Eaton","Saint Helena","Optional asynchronous monitoring","2017-06-19","2017-06-26","Logistics / Procurement",5196,"JB-15400","OFF-AP-10003266","11.568"
836,"dc94cdF6d5BdDbD","Terrell Inc","China","Persistent maximized challenge","2017-07-16","2017-07-23","Food / Beverages",7961,"JB-15400","TEC-MA-10004002","242.352"
837,"2606F29EE3f97F5","Good, Mcconnell and Ballard","Bahamas","Grass-roots systematic matrix","2014-12-16","2014-12-18","Information Technology / IT",4089,"LH-17020","OFF-BI-10001071","319.968"
838,"CEfce1cac0ABcbE","Chang, Solis and Beasley","Liechtenstein","Secured hybrid orchestration","2014-12-16","2014-12-18","Staffing / Recruiting",3267,"JL-15175","OFF-PA-10001560","8.624"
839,"a98cb22E83AEc1a","Yates, Hines and Cohen","Hungary","Pre-emptive object-oriented website","2014-05-18","2014-05-22","Computer / Network Security",6926,"EB-13705","TEC-PH-10002365","3.984"
840,"4d7bb84fD745aEE","Flowers, Poole and Rose","Seychelles","Phased full-range hub","2017-09-14","2017-09-19","Wholesale",7678,"BM-11650","OFF-AR-10004648","895.944"
841,"940BB95b4a70652","Greer LLC","Macedonia","Profound discrete architecture","2016-10-10","2016-10-12","Think Tanks",9656,"BM-11650","OFF-AR-10002578","14"
842,"477cdCcC1e02aAD","Vargas Ltd","Dominica","Universal next generation adapter","2016-10-10","2016-10-12","Human Resources / HR",3162,"BM-11650","FUR-BO-10001519","16.392"
843,"0600c95D0e0BaE2","Ali, Thomas and Steele","Lithuania","Open-architected multi-state groupware","2016-09-25","2016-10-01","Gambling / Casinos",6541,"EM-14095","OFF-BI-10001294","10.9"
844,"1f50128dFdaBD51","Patterson, Reid and Randolph","Saint Helena","Synchronized mission-critical archive","2016-09-25","2016-10-01","Internet",3434,"EM-14095","OFF-BI-10001636","29.6"
845,"0Aa03DE0F49f09d","Calhoun and Sons","Jordan","Proactive mobile artificial intelligence","2016-09-25","2016-10-01","Government Administration",5723,"EM-14095","OFF-SU-10002503","4.98"
846,"039649AF41D4B93","Riddle, Woodard and Lara","Saint Kitts and Nevis","Open-architected dedicated knowledge user","2016-09-25","2016-10-01","Information Technology / IT",7338,"EM-14095","OFF-LA-10004093","479.976"
847,"C398a370CcfE05F","Cook-Dunn","Gibraltar","Re-contextualized secondary algorithm","2016-09-25","2016-10-01","Marketing / Advertising / Sales",6176,"AF-10885","TEC-PH-10001552","44.736"
848,"9AF2278d3Ae4DD2","Walker Group","Palau","Compatible reciprocal firmware","2016-09-25","2016-10-01","Civic / Social Organization",9952,"AF-10885","FUR-CH-10001891","5.76"
849,"1c01bcc0EFc5279","Moon-Stein","United States Virgin Islands","Proactive stable Internet solution","2016-09-25","2016-10-01","Individual / Family Services",5477,"GA-14725","FUR-FU-10003878","483.136"
850,"DdB3cF0ce1fDb2a","Graham-Hudson","Martinique","Monitored hybrid projection","2014-06-03","2014-06-06","Ranching",9392,"CK-12760","TEC-AC-10000710","15.936"
851,"aA31e3eCbfB4bB1","Payne, Blevins and Bonilla","Ireland","Intuitive methodical projection","2014-06-03","2014-06-06","Alternative Medicine",7649,"DP-13105","OFF-AR-10002335","61.544"
852,"C9AC8bb4B2F448F","Fisher PLC","Monaco","Networked multi-tasking forecast","2014-06-03","2014-06-06","Research Industry",2983,"DP-13105","OFF-PA-10001870","132.696"
853,"391e22a22E6C77A","Sanchez, Pugh and Decker","Chile","Progressive directional Graphic Interface","2017-09-02","2017-09-04","Alternative Dispute Resolution",8917,"VD-21670","OFF-AR-10003373","43.1"
854,"46671edeC7CF6Bf","Mcbride PLC","Guernsey","Persevering non-volatile implementation","2017-09-02","2017-09-04","Machinery",9376,"GT-14710","FUR-FU-10004090","511.5"
855,"c61dd4BB78351A7","Parrish Group","Heard Island and McDonald Islands","Synchronized scalable moratorium","2017-09-02","2017-09-04","Defense / Space",4308,"GT-14710","OFF-ST-10000736","147.92"
856,"FCBa7584a40a7f3","Mercer, Bush and Moore","Mali","Switchable web-enabled help-desk","2014-04-12","2014-04-18","Writing / Editing",9852,"BK-11260","OFF-PA-10001019","39.68"
857,"7777Bb883C34976","Padilla and Sons","Malaysia","Cross-platform radical function","2016-05-02","2016-05-06","Media Production",7222,"BK-11260","OFF-SU-10002537","12.56"
858,"5821AAeef8c02b9","Huerta-Gates","Mongolia","Open-architected 24/7 time-frame","2016-05-02","2016-05-06","Market Research",2142,"BK-11260","OFF-ST-10003221","90.48"
859,"8ec1d69b7fD30a1","Wong Inc","Zimbabwe","Distributed static parallelism","2016-05-02","2016-05-06","Performing Arts",2168,"SJ-20125","OFF-PA-10004569","13.08"
860,"B8A269B56C88826","Meadows, Howard and York","Honduras","Configurable regional product","2016-05-02","2016-05-06","Computer Games",6597,"SJ-20125","OFF-FA-10000624","214.7"
861,"14Db63A4Ea4212F","Hayes-Larsen","Ecuador","Advanced transitional workforce","2017-06-19","2017-06-23","Food / Beverages",5540,"CM-12445","OFF-SU-10001225","50.32"
862,"1d7F71d9CcfB7Ee","Herrera Ltd","United States Minor Outlying Islands","Stand-alone contextually-based application","2017-06-19","2017-06-23","Consumer Electronics",5244,"CM-12445","OFF-AR-10003752","24.56"
863,"EcC3BaF0677BF90","Holmes-Wise","Holy See (Vatican City State)","Intuitive dynamic help-desk","2014-11-06","2014-11-11","Mental Health Care",5662,"AJ-10795","TEC-AC-10001714","43.68"
864,"98C2aE97C376CFD","Glover, Roach and Alexander","Gambia","Universal 24/7 toolset","2015-03-26","2015-03-30","Apparel / Fashion",8383,"AJ-10795","OFF-AR-10003958","3393.68"
865,"CAf6DBd3B21A807","Mooney and Sons","Saint Lucia","Synergistic non-volatile challenge","2017-01-14","2017-01-20","Renewables / Environment",488,"AJ-10795","TEC-PH-10002923","67.4"
866,"73ab5e45c1e5B55","Hurley Group","Christmas Island","Reduced empowering analyzer","2017-01-14","2017-01-20","Staffing / Recruiting",9469,"AJ-10780","OFF-LA-10004272","2.52"
867,"E5eEd7ec70B2B04","May-Baird","Qatar","Advanced mission-critical methodology","2017-01-14","2017-01-20","Government Administration",8399,"AJ-10780","FUR-FU-10000965","67.8"
868,"183Edd689DBdE8f","Santana Group","Heard Island and McDonald Islands","Focused interactive Graphic Interface","2017-01-14","2017-01-20","Fishery",8873,"LS-16945","OFF-LA-10004853","18.76"
869,"E86E20273da5dA7","Dixon Ltd","Jordan","Implemented web-enabled software","2017-01-14","2017-01-20","Philanthropy",1397,"GP-14740","OFF-BI-10003719","12.12"
870,"a1dCf8bB0CFACA1","Beard-Hoffman","Turkmenistan","Centralized non-volatile monitoring","2017-01-14","2017-01-20","Computer Games",5485,"PK-18910","OFF-BI-10000545","11.34"
871,"18c26Fd0FAD73e3","Murray-Meadows","British Indian Ocean Territory (Chagos Archipelago)","Automated global installation","2017-01-14","2017-01-20","International Trade / Development",9655,"PK-18910","TEC-PH-10002496","159.8"
872,"968234DAaF5CD2E","Perry, Doyle and Arias","Saint Lucia","Switchable asynchronous initiative","2017-01-14","2017-01-20","Oil / Energy / Solar / Greentech",9052,"TB-21520","OFF-PA-10003591","18.96"
873,"7ee2A52B24ae6Eb","Tyler-Holland","Madagascar","Polarized systematic paradigm","2015-03-26","2015-03-28","Banking / Mortgage",6020,"SM-20005","OFF-PA-10004470","1085.42"
874,"e013D0D642FBfdc","Romero LLC","United Kingdom","Intuitive 3rdgeneration Graphic Interface","2015-03-26","2015-03-28","Investment Management / Hedge Fund / Private Equity",6827,"SM-20005","OFF-BI-10000315","13.11"
875,"5A1ABAaD8cF84Dc","Adkins, Stewart and Lara","Cuba","Streamlined directional capability","2014-11-01","2014-11-03","Renewables / Environment",1715,"GA-14725","OFF-PA-10001790","68.704"
876,"34148d45b1E681e","Drake PLC","Maldives","Distributed foreground contingency","2014-11-01","2014-11-03","Museums / Institutions",6654,"CC-12430","FUR-FU-10004017","3.132"
877,"dB02Cc4a21Dbda7","Short, Stark and Anthony","Syrian Arab Republic","De-engineered reciprocal knowledge user","2014-11-01","2014-11-03","Religious Institutions",811,"CC-12430","TEC-AC-10003628","22.428"
878,"FD9c7aFfa4Ce44d","Lara Inc","Slovenia","Universal maximized leverage","2017-10-06","2017-10-06","Motion Pictures / Film",2186,"CC-12430","TEC-AC-10002049","290.336"
879,"2e9EeB3CB58AfCD","Mejia Inc","Cote d'Ivoire","Persistent stable workforce","2017-10-06","2017-10-06","Luxury Goods / Jewelry",7578,"AG-10765","OFF-BI-10003712","19.152"
880,"9e9ec3BE1dED6D1","Daniels, Hester and Spence","Latvia","Synergistic heuristic groupware","2016-12-10","2016-12-14","Fishery",6822,"HP-14815","OFF-BI-10003984","6.48"
881,"cA8DFA738576eAD","Page-Estrada","Thailand","Horizontal zero tolerance groupware","2016-09-22","2016-09-24","Apparel / Fashion",2633,"HP-14815","FUR-CH-10004287","63.968"
882,"440a5508578fcdc","Walls-Golden","Saint Pierre and Miquelon","Multi-lateral optimal solution","2015-12-29","2016-01-05","Architecture / Planning",5237,"DK-13090","OFF-ST-10001321","6.36"
883,"ec2DAe361f8bb30","Rogers Inc","British Virgin Islands","Extended value-added core","2017-04-20","2017-04-21","Hospitality",886,"GZ-14470","OFF-AR-10001118","848.544"
884,"DE8B77E4C7D5f6B","Patrick-Frank","Zambia","Customer-focused local hierarchy","2017-04-20","2017-04-21","Events Services",4585,"PM-19135","FUR-FU-10000732","8.7"
885,"630Effa39F6F50d","Stewart Group","Isle of Man","Diverse 4thgeneration access","2017-04-20","2017-04-21","Media Production",6085,"LL-16840","FUR-FU-10001424","122.382"
886,"83fB0Faf1F3421D","Rubio, Mcintosh and Lewis","Guernsey","Seamless context-sensitive Graphic Interface","2016-08-21","2016-08-25","Ranching",2882,"JS-15595","OFF-BI-10002071","573.174"
887,"7D71D0cC5fBb4AF","Moon-Brewer","South Africa","Re-engineered tangible info-mediaries","2015-05-29","2015-05-31","Furniture",226,"OT-18730","OFF-ST-10002486","85.056"
888,"94122A41A8a8481","Charles, Velazquez and Woods","Korea","Function-based asynchronous firmware","2014-08-12","2014-08-13","Cosmetics",6922,"EL-13735","OFF-BI-10001078","14.04"
889,"C2fA8baECC7d0F8","Kramer, Meyers and Mckinney","Gambia","Polarized user-facing emulation","2014-08-12","2014-08-13","Renewables / Environment",2101,"CK-12760","OFF-PA-10003845","272.61"
890,"65Fe3122Fa4EFc6","Alvarado Ltd","Papua New Guinea","Compatible foreground process improvement","2014-04-03","2014-04-08","Graphic Design / Web Design",2386,"JE-15475","TEC-AC-10000927","11.16"
891,"bdF0C047E52CDC3","Reeves-Martinez","Germany","Pre-emptive systematic database","2014-04-03","2014-04-08","Writing / Editing",6639,"JE-15475","OFF-BI-10001098","62.31"
892,"4cFce7fAB148cc8","Peck, Rogers and Conrad","Greece","Versatile optimal knowledgebase","2014-04-03","2014-04-08","Mechanical or Industrial Engineering",6458,"TH-21550","OFF-PA-10001622","159.98"
893,"56bDd78BBCdcca4","Novak PLC","Bouvet Island (Bouvetoya)","Mandatory attitude-oriented data-warehouse","2014-01-23","2014-01-27","Non - Profit / Volunteering",5821,"TH-21550","OFF-AR-10003158","5.94"
894,"7cF53a7abbA2CA1","Carter, Hodge and Franco","Christmas Island","Quality-focused 5thgeneration portal","2017-10-12","2017-10-15","Maritime",2191,"TH-21550","TEC-PH-10002660","9.96"
895,"e8a5ca6E4D17Fde","Waller-Mcfarland","Slovakia (Slovak Republic)","Extended upward-trending core","2015-08-08","2015-08-12","Plastics",2055,"PC-18745","OFF-ST-10002205","79.99"
896,"f7441E4ACC9b9CA","Hayes, Saunders and Richards","Portugal","Customer-focused radical solution","2017-03-19","2017-03-20","Medical Practice",2526,"PC-18745","OFF-BI-10003364","8.94"
897,"C8ee331607f5eba","Herring-Orr","Germany","Reduced fresh-thinking extranet","2016-07-25","2016-07-28","Financial Services",8986,"HL-15040","OFF-EN-10001099","20.62"
898,"b5811214D6a5dA3","Bridges Ltd","Tuvalu","Networked explicit utilization","2016-07-25","2016-07-28","International Trade / Development",1583,"MS-17365","OFF-LA-10003923","124.25"
899,"aB32a0ecE7D91dE","Walsh-Shelton","Tunisia","Seamless static adapter","2016-07-25","2016-07-28","Pharmaceuticals",9737,"GB-14530","OFF-PA-10002250","297.55"
